"Block Hash","Block Number","Pool","Provider","Pool Token Amount","Reserve Token Amount"
"0x6185d2a01c5290d30413d3f4154d8b0e1e64475350591fecc0706ab81d97b42d",14774634,"LINK","0x9B63e13C202e203F5032d5e70bd389988606E95e","627.277852807022756735","627.304996640999685468"
"0x8dbd82885d476edebc4f09658e3b8be4a16e0432220c80dbe253cffeac65aec5",14774932,"BNT","0x4A337d1dF22d0D3077CaEFd083A1b70AA168d087","3754.945841734130280978","3756.159128480435850012"
"0xa8c044a435f245110068c0be039f76e0ed7fd968e5edf3395ff563e53d149326",14775345,"ETH","0x9E2bA399bEBD28ebF48Bae66739fA87DacBB1114","686.949565415816343870","687.103904499968242736"
"0x1f8cb0287f3c4ef7bd2c0dd6b15c0e314d3915b09ff4ae5bc735460eeaab06ce",14775422,"BNT","0x9E2bA399bEBD28ebF48Bae66739fA87DacBB1114","30727.560861064179924921","30737.735425439482300219"
"0x585dbb5b14688d00ad2e7f515ca69dc0b4acd68a8e77540f08ecdc88a0af2474",14775556,"DAI","0x47A0D24B34889277010026892B7612143d16bF13","618048.062200583820804580","618236.877329572352487264"
"0xfb0a143435262e3ea2faa7379a780c607f1dde57b21f65c072c702c16af6efcf",14775599,"DAI","0x0000000484f2217f1A64Eb6d24b5CEe446FaEAe5","367131.449973895800034022","367243.609490804163736180"
"0xe12109c7c03a370f17cb868ebe6e2f6224d9d9cca7d106aa3b50f051ebc888f7",14775828,"BNT","0x67EebB70b6B91B66fd6a5D81d2b1FB9206E01a2b","694.890542830839845280","695.125007880878498537"
"0x9cfdea8a6c25b8b7b5949545f211bfcfab6f7fdf5e42bb2ca0bc9b2ff0ff7f9d",14776088,"BNT","0xF85c52a19F7d09AAe62B23eF457B63f23c615F08","1671.799484546082649462","1672.369542172234604490"
"0x2885ffa80f0f9b70f91330d08466191510d74e2c46e018e2ecd61338f5650014",14776119,"BNT","0xf5783B521F3B74Fb9D5e3F6E8f849a705B5029EB","7639.261838484747764796","7641.875108747248043854"
"0xdfdb4aa49011babd43abc6937ee758bf3c218ec09e8986f477ad347f61f40c2d",14776345,"BNT","0xf59AecAE36d20d5F0c4D615c91116B2a8Fd23Aeb","9894.771219655640616315","9898.156063889190096943"
"0x26383a7d28d09dca16d1477b9df74c44347e55255b9bdd344334d373c22e5e23",14776623,"BNT","0xe26C74d14BfdfD16117e9d0c44fE8C7298F67c8E","20232.466588353821538412","20239.434045182731321133"
"0x25f685e726feabf8b6a34f837933be9e5507a48573258d2bd4dbe805cf0a3bd4",14776733,"BNT","0x357dfdC34F93388059D2eb09996d80F233037cBa","49999.633723025621913847","50016.880624048024053734"
"0x0729f420a6efab4c041e17ce4733c1f7499258d3e887cb2ef9bc253d1de575e5",14776885,"BNT","0x710F89a2bFc1c10102C9BDc66E2c6babC72e3829","73.706492774964837918","73.732045782037193589"
"0x99e4897f06d9ce56ac8428930643475a459176fd29738de4cb6910e1e200628c",14776965,"BNT","0x20528B7Bd123dc0FEf8f608E34f0fFC969dA9034","20125.740797775434579902","20132.726674841169911968"
"0xa1eaa81b71d07c4e3e28105e15c6250ba83246142c21aaf3975cc2b1ac51af83",14777442,"ETH","0xc14c00694821d5A056FdD4E6ea516EBc35007e66","0.598617233847255110","0.598752147058967161"
"0x4a2fb79fcc0e322ad7f8dbc6f82514f3f056fd54302c6e520ed0d3142e7493af",14777463,"LINK","0x2BfF966831AC3294E2D2C1b6A35C5664F43d364d","99.999385679096983241","100.014500219695279549"
"0x30cff95812fa3d94b685ee58a39e01cdcb40347857034d9be467f2a2d4b21937",14777552,"BNT","0x0f769e9fE7430B04d2173Ba65E093917475852b5","25132.711308115638302617","25141.449078054941684910"
"0x51862031ed48f6239ea8d099dd2de33c5d270345e6289c809617b2d1e7c86899",14777572,"BNT","0x2FD199f36A228784605FC8F84CC469af0744320b","953.820232445945073729","954.151842579543127496"
"0xea3b2218e3d0a72cfd6e7a7f2b9a3918731963172147c32e9c1e3101687329bc",14777722,"BNT","0x26F40CFb217D559b21e24A031938821b8f63E24b","18085.777290439937852621","18092.065086420243104754"
"0x6d79a9f6be7c229e28d99058ca12462ad6ff4ca0d3aa52262eb111b28a9af189",14777846,"BNT","0x3EA1dB3cF3e40039d35Be41949d8EB24E856B469","204.381778758034234543","204.452913467826891842"
"0x9ecb1972dbf86fb6047835a32f1dd368017045945da69995d37fd81b7ddf50ca",14778035,"BNT","0x52737eEf8348223FeC5273A89bda6825E406E92D","104.230961482036749476","104.267281551248870508"
"0xec56c045fec71b78e0ee8dc7f53cfb1be4f12aee7f78d48b308ca25362e8db8e",14778166,"BNT","0x6Cf9AA65EBaD7028536E353393630e2340ca6049","743.740518140517009068","744.000000000000000000"
"0x900ce2514bf553dadc42278bfab260fb603055dd4dc947337ad5a14909665784",14778275,"DAI","0x94A468FCB53A043Bf5Cd95EF21892E02C71134Be","99974.037863105409756472","100005.597173892848979626"
"0x53a37229fc5872af3e60a93f8d4854ba67f7616cab596895959257b8bd54ade3",14778775,"ETH","0x0f0B2aDC2c4DA73ed2721F6f270cbACf8C5355bb","49.495863386988571705","49.507018505014631535"
"0x9df6862796cd2ea17d39d4559c328dbfb7cfa4bdc22652b4195e1c018e52d0bb",14779093,"BNT","0xa3bcC8dD35bfa1422f3726C9eB65D2ab6b3aDb51","17146.435428224894036622","17152.675631158368895256"
"0xdb7b37cd03ae38b128201b1315b5c15f9ad22b8cf89c3574bed87d7ca6f7f7c8",14779233,"BNT","0xf012F03bD16E7C24Ae3a8E89A4250440a8c6Da36","10984.981114720504841870","10988.978943404092716113"
"0x4341d0c66c4a512b1375f4453c63d117400f98232818311a27c35c87b6cb608c",14779302,"BNT","0x4409bC676C79a82F2319c72b204A349A96983d36","6479.798174491187375150","6482.156405491796640049"
"0xf12a092fd585298e3f18b2285093f71acd324184511dceea1d5d67d58242524b",14779598,"BNT","0x46D35Cb6Bab2a106DAE7B201be149bD4ed534348","77971.602625755921132585","78000.000000000000000000"
"0xb8866d2b23392635ad6633450413b2e43ac586cade61f03442ea7a9af05ffff0",14779766,"DAI","0xA8Eb8eFeAcF45623816Eb2D1B1653BAC4245a358","28086.821010562569842515","28095.695767137903688463"
"0x61dc29925a8493e8a0ddec86ebe909a28b1c79f0ec6bdba29b650ed17a6a775c",14780125,"BNT","0x3ca59bfF17469D7EE853000E9Ec06C4883b2Af65","6175.355493991432712202","6177.647224160591159186"
"0x6100a4c4ac3aebc34d01402773cfdfac7cb8e5f7cb4cd397142fc835b23256c7",14780150,"DAI","0xD3F114075C8563C72571551938c6FE0f820284b8","2516124.664102610032379525","2516919.698681237022405195"
"0xe5f82845562c2ed565da9a1259925e80d0908ec16f04e77fe75a7cac5acceef6",14780199,"BNT","0x70FC1502f222E721A86731661DB5F3AbE21A8C6F","13453.316095224437665302","13458.308742271340376200"
"0xaaabf97b5343d0fe333c3b9be3b240927f7d2d8cad7b675f77e29ecadf6c3ef1",14780236,"LINK","0x9A128abF717207e6eD8B04e3a79cCD6A10EFA093","265.073485446970832892","265.142330678250060836"
"0x2d1401ff83298d82a29d8a6cad5d24154bff22c1a1443e50d4d3da7cefcc3e3f",14780250,"BNT","0x9A128abF717207e6eD8B04e3a79cCD6A10EFA093","128.138757830979006682","128.186335541887935475"
"0x3af4a5e173fba9e3190421705e5dddad6b1fe82b697b7c6daf691c876e76773e",14780293,"BNT","0x510EbBC5F151c1D6ccD3DC8B7D20A18EaF45F2EB","421.861132155286458051","422.017768502705031086"
"0x3d4fcbad85be4060f3568e4857b1c3efe7d3ee355e59f2ad3b412be81cef91be",14780303,"ETH","0x510EbBC5F151c1D6ccD3DC8B7D20A18EaF45F2EB","1.109325366677440136","1.109577238325746162"
"0xe624ed059733d50a28622c8107a459bd2b1445bd9635438f38569bf95ac1056b",14780382,"BNT","0xa776008931c4B245Ef57a97e2d21E3eCE7411284","83362.028531546700207721","83392.980716204892163699"
"0xfb5e171c9a8a13935f8f20c0f14e16d783a3cb1db6d09fec51c07988942cfb18",14780784,"BNT","0x45aC84425daB65f51F25075804969A3CDF2bF8Ca","332.560044395178533382","332.684716572431176960"
"0xd59b87b62c3b9bbad1fc7e1348a7c87f0ec3fa4d01f5e23da6db08df6b7c38cb",14780881,"BNT","0x4352cfbDeCb0d2eF195eD2fca90981Cd17F1EfF5","15658.727727352891176278","15664.609099783698083995"
"0x13c59d41f6dd734a05108e9baf4ac2875e64137c47c436e9a2a3a8ca451c9fa1",14781129,"BNT","0x59c0EF93CF796B0292A4c814c2C3985bA83E9032","21194.888163084317455829","21202.864293418473919768"
"0xa974fedcaf5ac9df6881d3ca065b0a875ad1d43b41390f205ed8bfe09c36e1b9",14781163,"LINK","0x0EA1e9AC50eC4D8dB153580C2aEC1c5ee13C0961","9998.625452180809312777","10001.493750419560830357"
"0x9de558b96369b6a5f91c3246beedd1e94330716f01f6fc736d5f4006f5aaa295",14781213,"BNT","0x6Cf9AA65EBaD7028536E353393630e2340ca6049","119954.858191475767844121","120000.000000000000000000"
"0xc610fea645d8bebe99702c42d57fb7dba02b3460e975cb3eb641ed7806f87593",14781386,"LINK","0xc5750AebdEb9bF51678C5faad4d337875055C5A5","3042.010234294276235645","3042.922593029698710440"
"0x89cc56af9f0e2a2bf1ac72d281e49376a7d2cce0aa564592ec22ad25146916c7",14781552,"BNT","0x16f75469BbF67d4C1C37C07FBE0aE73dB540903F","3234.836965959213991259","3236.068615562003748491"
"0x769db68a0f3ec060f0771957ac043a8ebad096e89a6e36723e6e8ee3aee90ac0",14781602,"BNT","0x637f2894d3D247289dDfC62F3f708d1aF085Ecd4","14443.560945823398080657","14449.065658882767171711"
"0xda0fbdef36903ee4c3ca4b54339a2b0c0e95931fbed9586b76006de3a17fd90d",14781671,"BNT","0xd0F862eC73932CD46B59371E9A01BF07eDD7c4D8","3154.533797466583684911","3155.737351770500130231"
"0x2fbb56b9f5b6da35e9768aee93108667804b0b03fab6d0fb82b4c8e49e4d593b",14781702,"ETH","0x8EF7BbE5F53ba8F3c42E8456e88C34909a8aFed4","54.039020315040431325","54.051323557875588898"
"0x4a1293907acc57f1cef5f60e3ce40dd8ac731aabbfd5522f25078cc51a20c442",14781718,"BNT","0x8EF7BbE5F53ba8F3c42E8456e88C34909a8aFed4","35.180815789034097038","35.194255095721587737"
