"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"TEMP","406361.788169745","479141.66609038","478917.81154993","35793.3271976375","406361.788169745","-","-","479141.66609038","406361.788169745","-","0.84810","-72779.8779206349",0.03934325,"-2863.40","-","-"
"REN","368254.767815142","394331.249732002","393870.08670731","98031.1636952132","368254.767815142","5292.02535273668","5295.88906476736","394331.249732002","368254.767815142","-","0.93387","-26076.4819168595",0.114277,"-2979.94","-","-"
"COMP","38.4223741583271","37.1586757650452","37.1586757650452","-","-","-","-","37.1586757650452","37.1586757650452","-","1.00000","-",44.04,"-","1.26369839328185","55.65"
"SFI","41.9832953600738","41.9911833646989","41.9911833646989","-","-","-","-","41.9911833646989","41.9832953600738","-","0.99981","-0.00788800462507402",43.38,"-0.34","-","-"
"UNI","4010.29201569054","9401.21891431794","9395.02097094637","50131.7619549652","4010.29201569054","3672.79872457609","3673.96435784908","9401.21891431794","4010.29201569054","-","0.42657","-5390.9268986274",5.39,"-29057.10","-","-"
"ZCN","200145.428529382","535618.012677732","534881.061213967","89082.9174935573","200145.428529382","18477.4286944479","18487.9790377409","535618.012677732","200145.428529382","-","0.37367","-335472.58414835",0.188777,"-63329.51","-","-"
"GRT","136632.488981386","136466.763398939","136466.763398939","-","-","13822.5594386915","13822.5594386915","136466.763398939","136466.763398939","-","1.00000","-",0.086476,"-","165.725582447119","14.33"
"renBTC","0.43347824","0.43348118","0.43348118","-","-","0.01780006","0.01780006","0.43348118","0.43347824","-","0.99999","-0.00000294",19241.28,"-0.06","-","-"
"RARI","7538.86550163835","7541.72005842373","7541.72005842373","-","-","-","-","7541.72005842373","7538.86550163835","-","0.99962","-2.85455678538422",2.11,"-6.02","-","-"
"INST","40479.8051637171","69183.7243961842","69183.7243961842","-","-","-","-","69183.7243961842","40479.8051637171","-","0.58511","-28703.9192324671",0.740377,"-21251.72","-","-"
"ARCONA","339047.507601206","446984.747243616","441315.243226275","73750.6892868918","339047.507601206","-","-","446984.747243616","339047.507601206","-","0.75852","-107937.23964241",0.094688,"-10220.36","-","-"
"eRSDL","621131.326606622","617946.499887942","617946.499887942","-","-","240362.86038046","240362.86038046","617946.499887942","617946.499887942","-","1.00000","-",0.00676548,"-","3184.82671868013","21.55"
"PLR","-","-","-","-","-","-","-","-","-","-","-","-",0.00391446,"-","-","-"
"LRC","2303.75094225714","2230.30386232754","2230.30386232754","-","-","-","-","2230.30386232754","2230.30386232754","-","1.00000","-",0.350963,"-","73.4470799295996","25.78"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.495022,"-","-","-"
"DDX","13290.5151758068","13662.4913939492","13629.4220349483","20606.8897522244","13290.5151758068","-","-","13662.4913939492","13290.5151758068","-","0.97277","-371.976218142448",0.820895,"-305.35","-","-"
"MLN","9007.44226769476","10432.5068038484","10432.5068038484","-","-","10395.8848723274","10395.8848723274","10432.5068038484","9007.44226769476","-","0.86340","-1425.06453615362",22.63,"-32249.21","-","-"
"IDLE","-","-","-","-","-","-","-","-","-","-","-","-",0.189308,"-","-","-"
"SATA","488342.421060345","521481.145594773","521303.178747807","35825.2703358359","488342.421060345","420456.835276282","420554.16316339","521481.145594773","488342.421060345","-","0.93645","-33138.7245344275",0.03221043,"-1067.41","-","-"
"USDT","1718835.091508","2890015.650057","2890015.650057","-","-","2345275.298919","2345275.298919","2890015.650057","1718835.091508","-","0.59475","-1171180.558549",0.999101,"-1170127.67","-","-"
"OCEAN","621241.356229119","621250.109748939","621250.109748939","-","-","48803.5828132701","48803.5828132701","621250.109748939","621241.356229119","-","0.99999","-8.75351981947752",0.149787,"-1.31","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.01603134,"-0.00","-","-"
"NDX","834.88317690242","835.051322617589","835.051322617589","-","-","113.751340014564","113.751340014564","835.051322617589","834.88317690242","-","0.99980","-0.168145715168866",0.224449,"-0.04","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",4.76,"-","-","-"
"SHIBGF","61538450618743.","64792694425741.4","64745705017475.7","37984.8281486155","20904142261336.9","-","-","64792694425741.4","64281938388561.7","-","0.99212","-510756037179.714",7.8493e-10,"-400.91","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.02719843,"-449.20","-","-"
"WXT","23638.6074339439","96697.928676","96697.928676","-","-","-","-","96697.928676","23638.6074339439","-","0.24446","-73059.3212420561",0.00795073,"-580.87","-","-"
"APW","4344.05564624151","4310.77116437147","4310.77116437147","-","-","-","-","4310.77116437147","4310.77116437147","-","1.00000","-",0.126182,"-","33.2844818700377","4.20"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1042.05,"-","-","-"
"RPL","4887.31521036716","7635.07748028627","7630.91968208498","57840.4890762158","2420.41988588539","2190.80001324968","2191.71118469386","7635.07748028627","4887.31521036716","-","0.64011","-2747.76226991911",10.12,"-27807.35","-","-"
"wstETH","17.8732775933464","17.8582334485353","17.8582334485353","-","-","-","-","17.8582334485353","17.8582334485353","-","1.00000","-",1071.33,"-","0.0150441448110682","16.12"
"xSUSHI","-","-","-","-","-","-","-","-","-","-","-","-",1.48,"-","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",40.4,"-0.01","-","-"
"DYDX","213.346508405016","213.396450964063","213.396450964063","-","-","-","-","213.396450964063","213.346508405016","-","0.99977","-0.0499425590464608",1.71,"-0.09","-","-"
