"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"BAT","690744.432118367","2248497.91494347","2246463.91759191","625774.637852286","690744.432118367","172336.331477848","172448.807264385","2248497.91494347","690744.432118367","-","0.30720","-1557753.4828251",0.449053,"-699513.87","-","-"
"BORING","36835826.3615167","43963806.058339","43960684.4244356","28090.7278238137","1111905.19080063","-","-","43963806.058339","36835826.3615167","-","0.83787","-7127979.69682227",0.01236823,"-88160.49","-","-"
"MFG","42723786.7722986","45698849.3785177","45697471.3712304","24813.3464272661","1423874.9065441","-","-","45698849.3785177","42723786.7722986","-","0.93490","-2975062.60621906",0.00894472,"-26611.10","-","-"
"ENJ","956358.912057989","2548079.08053069","2544831.2387645","1055518.79168378","956358.912057989","318801.188001494","319100.12614308","2548079.08053069","956358.912057989","-","0.37533","-1591720.1684727",0.544723,"-867046.59","-","-"
"REQ","1603405.42859357","1858964.96384808","1848813.48599323","381054.088374996","1603405.42859357","554233.398013064","555436.196891157","1858964.96384808","1603405.42859357","-","0.86253","-255559.535254507",0.11738,"-29997.58","-","-"
"LQTY","196464.268315717","202645.559153709","202577.243861729","57391.308133497","29437.6895390761","-","-","202645.559153709","196464.268315717","-","0.96950","-6181.29083799261",0.973609,"-6018.16","-","-"
"MTA","503.943470259206","503.952129809124","503.952129809124","-","-","-","-","503.952129809124","503.943470259206","-","0.99998","-0.00865954991816433",0.129418,"-0.00","-","-"
"INDEX","9901.22780841867","10704.1194016717","10590.0244455934","57495.3827158914","9901.22780841867","-","-","10704.1194016717","9901.22780841867","-","0.92499","-802.891593253038",2.96,"-2376.56","-","-"
"YFI","6.56221453998047","6.54757552815332","6.54757552815332","-","-","5.25634329372436","5.25634329372436","6.54757552815332","6.54757552815332","-","1.00000","-",6291.77,"-","0.0146390118271467","92.11"
"AMP","1208128.51297523","1269855.83599866","1266800.71595783","23120.0621402353","1208128.51297523","-","-","1269855.83599866","1208128.51297523","-","0.95139","-61727.3230234258",0.00922324,"-569.33","-","-"
"MATIC","199320.406079661","292803.318709981","292554.916899107","209329.28453145","199320.406079661","117567.324826889","117613.668596636","292803.318709981","199320.406079661","-","0.68073","-93482.9126303199",0.526613,"-49229.32","-","-"
"ANKR","582525.621642191","582584.005041789","582584.005041789","-","-","-","-","582584.005041789","582525.621642191","-","0.99990","-58.3833995981022",0.02844271,"-1.66","-","-"
"ROOK","117.581537048991","117.586090215706","117.586090215706","-","-","31.3423250558504","31.3423250558504","117.586090215706","117.581537048991","-","0.99996","-0.00455316671467156",31.8,"-0.14","-","-"
"RAIL","47152.1780782404","64383.5606639074","64383.5606639074","-","-","64383.5606639074","64383.5606639074","64383.5606639074","47152.1780782404","-","0.73236","-17231.382585667",0.925842,"-15953.54","-","-"
"AAVE","670.547785891103","715.498470539146","715.198992434425","85733.4572946561","670.547785891103","41.3994560275269","41.4123022215753","715.498470539146","670.547785891103","-","0.93718","-44.9506846480434",63.5,"-2854.37","-","-"
"MPH","18897.8755929639","18999.89957882","18996.3035941912","79870.1720281568","18897.8755929639","1772.23708646068","1772.44047235883","18999.89957882","18897.8755929639","-","0.99463","-102.023985856123",2.13,"-217.31","-","-"
"MKR","39.4154601262763","114.564624972962","114.436458841874","78812.0468664297","39.4154601262763","31.1616987939254","31.1931746367236","114.564624972962","39.4154601262763","-","0.34405","-75.1491648466861",992.14,"-74558.49","-","-"
"DIP","2060721.02804593","3185516.67416782","3183373.94957761","98857.6100252693","2060721.02804593","397466.748241726","397707.437028928","3185516.67416782","2060721.02804593","-","0.64690","-1124795.64612188",0.02440638,"-27452.19","-","-"
"MANA","202916.046507003","240344.3598743","240333.809081034","49162.2675797512","26828.4153895097","190255.057865449","190258.935433276","240344.3598743","202916.046507003","-","0.84427","-37428.3133672972",0.918438,"-34375.59","-","-"
"QNT","1817.49167406288","3756.92950538436","3754.79707265805","227392.261154212","1817.49167406288","2102.14807515438","2102.78033486731","3756.92950538436","1817.49167406288","-","0.48377","-1939.43783132148",62.8,"-121796.70","-","-"
"NMR","251.329090818462","251.294884809284","251.294884809284","-","-","-","-","251.294884809284","251.294884809284","-","1.00000","-",16.84,"-","0.0342060091783252","0.58"
"SNX","45627.0542130033","52107.9573225305","51667.2846079333","244175.013154774","45627.0542130033","827.590218687994","832.7890221976","52107.9573225305","45627.0542130033","-","0.87563","-6480.90310952715",2.63,"-17044.78","-","-"
"LPL","67666.8186385103","98097.2726468173","97175.2031176977","435940.513605261","67666.8186385103","13801.7266604623","13838.8630780603","98097.2726468173","67666.8186385103","-","0.68979","-30430.4540083069",3.08,"-93725.80","-","-"
"PSP","63169.6503469291","63161.5619400268","63161.5619400268","-","-","-","-","63161.5619400268","63161.5619400268","-","1.00000","-",0.02341469,"-","8.08840690228178","0.19"
"LYRA","3731.36814873417","-","-","-","-","-","-","-","-","-","-","-",0.04847142,"-","-","-"
"GTC","14730.9916946729","14748.3783495132","14748.3783495132","-","-","-","-","14748.3783495132","14730.9916946729","-","0.99882","-17.3866548403282",2.55,"-44.34","-","-"
"1INCH","3942.26253588739","3912.10351704616","3912.10351704616","-","-","-","-","3912.10351704616","3912.10351704616","-","1.00000","-",0.625753,"-","30.1590188412283","18.87"
"RLC","73762.702003635","79814.415314911","79814.415314911","-","-","15294.710182425","15294.710182425","79814.415314911","73762.702003635","-","0.92418","-6051.713311276",1.01,"-6112.23","-","-"
"TEMP","446893.799661396","479078.541958311","478917.81154993","31901.1875970509","446893.799661396","-","-","479078.541958311","446893.799661396","-","0.93282","-32184.7422969147",0.0351694,"-1131.92","-","-"
"REN","350031.513168198","408116.404581809","407686.496373665","91718.8933294662","350031.513168198","217678.464699253","217801.532574803","408116.404581809","350031.513168198","-","0.85768","-58084.8914136114",0.131308,"-7627.01","-","-"
"COMP","6.51847989156882","5.25013768165581","5.25013768165581","-","-","-","-","5.25013768165581","5.25013768165581","-","1.00000","-",48.93,"-","1.26834220991301","62.06"
"SFI","41.9832953600738","41.9911833646989","41.9911833646989","-","-","-","-","41.9911833646989","41.9832953600738","-","0.99981","-0.00788800462507402",45.88,"-0.36","-","-"
"UNI","4444.8532171991","10068.7833720998","10062.998431283","49619.1636240277","4444.8532171991","4076.66275148015","4078.0578031538","10068.7833720998","4444.8532171991","-","0.44145","-5623.93015490072",5.55,"-31212.81","-","-"
"ZCN","531502.286891203","526548.188198637","526084.076446398","181936.708947662","531502.286891203","9680.4439268788","9682.3305483032","526548.188198637","526548.188198637","-","1.00000","-",0.173499,"-","4954.0986925655","859.53"
"GRT","114539.559766759","114369.499011232","114369.499011232","-","-","13822.5594386915","13822.5594386915","114369.499011232","114369.499011232","-","1.00000","-",0.100606,"-","170.060755526663","17.11"
"renBTC","0.43347824","0.43348118","0.43348118","-","-","0.01780006","0.01780006","0.43348118","0.43347824","-","0.99999","-0.00000294",20499,"-0.06","-","-"
"RARI","7538.86550163835","7541.72005842373","7541.72005842373","-","-","-","-","7541.72005842373","7538.86550163835","-","0.99962","-2.85455678538422",2.34,"-6.68","-","-"
"INST","40479.8051637171","69183.7243961842","69183.7243961842","-","-","-","-","69183.7243961842","40479.8051637171","-","0.58511","-28703.9192324671",0.780996,"-22417.65","-","-"
"ARCONA","393218.11276633","444988.988105953","441315.243226275","63239.1169874091","393218.11276633","-","-","444988.988105953","393218.11276633","-","0.88366","-51770.8753396233",0.081364,"-4212.29","-","-"
"eRSDL","776796.578477885","773611.751759205","773611.751759205","-","-","240362.86038046","240362.86038046","773611.751759205","773611.751759205","-","1.00000","-",0.00703536,"-","3184.82671868013","22.41"
"PLR","325250.648539714","325282.993495684","325282.993495684","-","-","-","-","325282.993495684","325250.648539714","-","0.99990","-32.3449559702285",0.00407496,"-0.13","-","-"
"LRC","7778.72807254894","7705.28099261934","7705.28099261934","-","-","-","-","7705.28099261934","7705.28099261934","-","1.00000","-",0.411227,"-","73.4470799295996","30.20"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.564362,"-","-","-"
"DDX","27954.5034405849","28260.0646053505","28195.1040961818","24395.6217295961","16698.9923903255","14565.6820612335","14587.3851762957","28260.0646053505","27954.5034405849","-","0.98919","-305.561164765622",0.712337,"-217.66","-","-"
"MLN","9007.44226769476","10432.5068038484","10432.5068038484","-","-","10395.8848723274","10395.8848723274","10432.5068038484","9007.44226769476","-","0.86340","-1425.06453615362",25.53,"-36381.90","-","-"
"IDLE","385671.396763496","385802.885953133","385802.885953133","-","-","375551.320587514","375551.320587514","385802.885953133","385671.396763496","-","0.99966","-131.489189636377",0.24097,"-31.68","-","-"
"SATA","480745.950594244","521474.624710222","521303.178747807","36389.5770574827","480745.950594244","420456.835276282","420554.16316339","521474.624710222","480745.950594244","-","0.92190","-40728.6741159783",0.03837959,"-1563.15","-","-"
"USDT","1704771.868312","2828838.325969","2828838.325969","-","-","2613886.707577","2613886.707577","2828838.325969","1704771.868312","-","0.60264","-1124066.457657",1.001,"-1125190.52","-","-"
"OCEAN","587934.284586953","587942.418338306","587942.418338306","-","-","52319.637230421","52319.637230421","587942.418338306","587934.460634882","-","0.99999","-7.95770342445988",0.172044,"-1.37","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.01610096,"-0.00","-","-"
"NDX","390.683675282292","390.689347845296","390.689347845296","-","-","113.751340014564","113.751340014564","390.689347845296","390.683675282292","-","0.99999","-0.00567256300412968",0.421892,"-0.00","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",5.27,"-","-","-"
"SHIBGF","82827157904886.2","88396444578281.5","88334504995675.5","39774.4303939764","19958831038284.2","-","-","88396444578281.5","86942074928238.9","-","0.98355","-1454369650042.6",9.89306e-10,"-1438.82","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.03047074,"-503.24","-","-"
"WXT","97010.5118625974","96697.928676","96697.928676","-","-","-","-","96697.928676","96697.928676","-","1.00000","-",0.00984384,"-","312.583186597439","3.08"
"APW","4882.24316757821","4848.95868570818","4848.95868570818","-","-","-","-","4848.95868570818","4848.95868570818","-","1.00000","-",0.126872,"-","33.2844818700377","4.22"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1211.9,"-","-","-"
"RPL","4902.97741240251","7634.96213001284","7630.91968208498","57463.6270313444","2436.08208792075","2190.80001324968","2191.71118469386","7634.96213001284","4902.97741240251","-","0.64217","-2731.98471761033",11.6,"-31691.02","-","-"
"wstETH","17.8732775933464","17.8582334485353","17.8582334485353","-","-","-","-","17.8582334485353","17.8582334485353","-","1.00000","-",1248.92,"-","0.0150441448110682","18.79"
"xSUSHI","965.521076079836","965.897284312077","965.897284312077","-","-","-","-","965.897284312077","965.521076079836","-","0.99961","-0.376208232241107",1.53,"-0.58","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",44.12,"-0.01","-","-"
"DYDX","845.326961566768","845.524845244393","845.524845244393","-","-","-","-","845.524845244393","845.326961566768","-","0.99977","-0.197883677624888",1.93,"-0.38","-","-"
