"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"BNT","83622682.0738957","43381266.4164759","43128294.831897","-","-","2657968.86789248","2666429.68768221","43381267.0281701","-","43381267.0281701","0.00000","-",0.478699,"-","40241415.0457256","19263525.14"
"LINK","2445487.65451691","4419286.99668683","4402689.51058043","32004338.9950158","2445487.65451691","1483806.24968348","1488651.46703741","4419286.99668683","2445487.65451691","-","0.55337","-1973799.34216992",6.29,"-12415197.86","-","-"
"DAI","6074783.93171284","7567139.46058134","7535568.06371631","8960837.10877189","4276238.80495757","2778137.86588912","2786870.04016254","7567139.46058134","6074783.93171284","-","0.80278","-1492355.5288685",1.001,"-1493847.88","-","-"
"wBTC","140.5114596","374.66800824","374.58815372","6032824.57339757","140.5114596","162.71474918","162.71906681","374.66800824","140.5114596","-","0.37503","-234.15654864",20576,"-4818005.14","-","-"
"ICHI","651841.721682355","919034.633750242","918686.590968459","2314784.82590741","255257.958861162","151669.717236063","151689.02129771","919034.633750242","651841.721682355","-","0.70927","-267192.912067887",4.37,"-1167633.03","-","-"
"ETH","9803.76603834175","17571.2198903014","17534.2195955874","23567775.6209731","9803.76603834175","7078.39465022244","7088.81884194564","17571.2198903014","9803.76603834175","-","0.55794","-7767.45385195967",1147.26,"-8911289.11","-","-"
"USDC","1154596.709929","2466313.222492","2463834.678353","1990034.63599091","946453.515676","2248363.293233","2248709.168051","2466313.222492","1154596.709929","-","0.46815","-1311716.512563",1.001,"-1313028.23","-","-"
"vBNT","3936734.40315207","3962116.57689002","3946236.04201771","1221886.49508914","1584776.42888903","504909.696991266","506497.986430396","3962116.57689002","3936734.40315207","-","0.99359","-25382.173737951",0.372975,"-9466.92","-","-"
"WOO","6102554.60475137","7991128.77927551","7987621.68479604","1768087.1124743","4924935.03635113","2278903.77974943","2279340.03595341","7991128.77927551","6102554.60475137","-","0.76367","-1888574.17452414",0.173201,"-327102.94","-","-"
"wNXM","11830.9473846267","22061.3894580545","21930.192763367","393510.47950726","11830.9473846267","2983.45798655004","2988.2792953679","22061.3894580545","11830.9473846267","-","0.53627","-10230.4420734278",15.85,"-162152.51","-","-"
