"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"INDEX","9185.95944176987","10483.2121267892","10351.1708818023","59473.192986433","9185.95944176987","-","-","10483.2121267892","9185.95944176987","-","0.87625","-1297.25268501932",3.21,"-4164.18","-","-"
"YFI","5.91425911082292","5.86637780186948","5.86637780186948","19558.1207828298","1.57496291096767","5.25634329372436","5.25634329372436","5.86637780186948","5.86637780186948","-","1.00000","-",6232.32,"-","0.0478813089534311","298.41"
"AMP","30140687.796009","49465133.030754","49340596.7300351","555856.24823105","30140687.796009","46719821.7207639","46832495.057497","49465133.030754","30140687.796009","-","0.60933","-19324445.234745",0.00913748,"-176576.73","-","-"
"MATIC","198003.359865934","771222.514182269","770409.207756151","306149.169339829","198003.359865934","86075.3087705078","86102.3573491977","771222.514182269","198003.359865934","-","0.25674","-573219.154316335",0.762404,"-437024.58","-","-"
"ANKR","526612.305356602","521109.841803186","521109.841803186","29889.6316718205","526612.305356602","-","-","521109.841803186","521109.841803186","-","1.00000","-",0.0278232,"-","5502.46355341642","153.10"
"ROOK","117.088123518593","117.093834900634","117.093834900634","-","-","27.1053559953289","27.1053559953289","117.093834900634","117.088123518593","-","0.99995","-0.00571138204110984",29.5,"-0.17","-","-"
"RAIL","-","-","-","-","-","-","-","-","-","-","-","-",0.956166,"-","-","-"
"AAVE","706.491990153491","830.003603965739","829.329251062451","128985.535206427","706.491990153491","41.3994560275269","41.4123022215753","830.003603965739","706.491990153491","-","0.85119","-123.511613812248",89.79,"-11090.11","-","-"
"MPH","16112.2509583851","18210.0052495165","18202.9017264821","86041.0480219861","16112.2509583851","3053.21571335118","3053.92916719259","18210.0052495165","16112.2509583851","-","0.88480","-2097.75429113137",2.7,"-5663.94","-","-"
"MKR","40.0965784005542","114.573256373516","114.436458841874","77515.969543419","40.0965784005542","31.1676227711645","31.1991052486772","114.573256373516","40.0965784005542","-","0.34996","-74.4766779729613",950.94,"-70822.85","-","-"
"DIP","1548566.44385572","2185138.72782288","2183309.93017342","61920.1696741207","1548566.44385572","397466.748241726","397707.437028928","2185138.72782288","1548566.44385572","-","0.70868","-636572.283967162",0.01979475,"-12600.79","-","-"
"MANA","193680.914900865","326153.307650209","326133.718456099","336261.219370003","193680.914900865","190255.057865449","190258.935433276","326153.307650209","193680.914900865","-","0.59383","-132472.392749344",0.861279,"-114095.69","-","-"
"QNT","1426.85132997968","3833.57504850889","3829.07717366964","297875.959672315","1426.85132997968","1097.2938531376","1097.60310888513","3833.57504850889","1426.85132997968","-","0.37220","-2406.72371852921",102.76,"-247314.93","-","-"
"NMR","251.329090818462","251.294884809284","251.294884809284","-","-","-","-","251.294884809284","251.294884809284","-","1.00000","-",14.58,"-","0.0342060091783252","0.50"
"SNX","41118.9867739069","46184.7945535673","45760.4503573106","229885.077174589","41118.9867739069","827.590218687994","832.7890221976","46184.7945535673","41118.9867739069","-","0.89031","-5065.80777966039",2.72,"-13779.00","-","-"
"LPL","57196.372042868","79676.2191755315","78516.8268333875","340549.225824998","57196.372042868","8643.79899991831","8660.51244509961","79676.2191755315","57196.372042868","-","0.71786","-22479.8471326635",2.97,"-66765.15","-","-"
"PSP","63169.6503469291","63161.5619400268","63161.5619400268","-","-","-","-","63161.5619400268","63161.5619400268","-","1.00000","-",0.02475574,"-","8.08840690228178","0.20"
"LYRA","3731.36814873417","-","-","-","-","-","-","-","-","-","-","-",0.050236,"-","-","-"
"GTC","14676.2981078598","14748.7650718442","14748.3783495132","20267.1572480571","4123.82528111147","-","-","14749.4053690926","14585.7417827326","-","0.98890","-163.663586359937",2.6,"-425.53","-","-"
"1INCH","2000.89666997739","1970.73765113616","1970.73765113616","-","-","-","-","1970.73765113616","1970.73765113616","-","1.00000","-",0.657555,"-","30.1590188412283","19.83"
"RLC","73761.55242134","79815.240203231","79814.415314911","20005.462036805","10415.9477757","15294.710182425","15294.710182425","79815.240203231","73761.55242134","-","0.92415","-6053.687781891",0.953712,"-5773.47","-","-"
"TEMP","397849.468308378","479153.607220446","478917.81154993","36560.2478122017","397849.468308378","-","-","479153.607220446","397849.468308378","-","0.83032","-81304.1389120679",0.0446445,"-3629.78","-","-"
"REN","342189.361990765","394386.554948585","393870.08670731","105521.089486109","342189.361990765","5292.02535273668","5295.88906476736","394386.554948585","342189.361990765","-","0.86765","-52197.1929578191",0.150587,"-7860.22","-","-"
"COMP","38.4223741583271","37.1586757650452","37.1586757650452","-","-","-","-","37.1586757650452","37.1586757650452","-","1.00000","-",54.53,"-","1.26369839328185","68.91"
"SFI","41.7436622501923","41.9911833646989","41.9911833646989","-","-","-","-","41.9911833646989","41.7436622501923","-","0.99411","-0.247521114506582",54.19,"-13.41","-","-"
"UNI","4012.51974747677","9705.64627126495","9698.69264273727","58648.0048609146","4012.51974747677","3773.73829142225","3774.97364265639","9705.64627126495","4012.51974747677","-","0.41342","-5693.12652378818",7.11,"-40478.13","-","-"
"ZCN","306904.03515593","894841.248627646","893527.490003532","132854.254313582","306904.03515593","18477.4286944479","18487.9790377409","894841.248627646","306904.03515593","-","0.34297","-587937.213471716",0.210968,"-124035.94","-","-"
"GRT","137067.43848639","136024.689774489","136022.782765172","27631.9438344888","137067.43848639","13822.5594386915","13822.5594386915","136024.689774489","136024.689774489","-","1.00000","-",0.101662,"-","1042.74871190164","106.01"
"renBTC","0.43347824","0.43348118","0.43348118","-","-","0.01780006","0.01780006","0.43348118","0.43347824","-","0.99999","-0.00000294",21389,"-0.06","-","-"
"RARI","7195.00110606616","7544.87977210073","7541.72005842373","21949.9948705797","3593.22893776114","-","-","7544.87977210073","7195.00110606616","-","0.95363","-349.878666034576",2.9,"-1014.65","-","-"
"INST","39971.7955196385","69184.4370349635","69183.7243961842","20912.6547459942","11148.7176937252","-","-","69184.4370349635","39971.7955196385","-","0.57776","-29212.641515325",0.865631,"-25287.37","-","-"
"ARCONA","382934.086768838","447981.838335845","441315.243226275","65922.9817932136","382934.086768838","-","-","447981.838335845","382934.086768838","-","0.85480","-65047.7515670064",0.088489,"-5756.01","-","-"
"eRSDL","621115.951413057","617946.499887942","617946.499887942","-","-","240362.86038046","240362.86038046","617946.499887942","617946.499887942","-","1.00000","-",0.00845265,"-","3169.45152511464","26.79"
"PLR","-","-","-","-","-","-","-","-","-","-","-","-",0.00462573,"-","-","-"
"LRC","2303.75094225714","2230.30386232754","2230.30386232754","-","-","-","-","2230.30386232754","2230.30386232754","-","1.00000","-",0.387716,"-","73.4470799295996","28.48"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.59929,"-","-","-"
"DDX","12334.8688464501","13738.4544555949","13629.4220349483","22521.6603852524","12334.8688464501","-","-","13738.4544555949","12334.8688464501","-","0.89784","-1403.58560914485",0.911897,"-1279.93","-","-"
"MLN","31.6194314663431","36.6219315209515","36.6219315209515","-","-","-","-","36.6219315209515","31.6194314663431","-","0.86340","-5.00250005460844",25.32,"-126.66","-","-"
"IDLE","-","-","-","-","-","-","-","-","-","-","-","-",0.24812,"-","-","-"
"SATA","554066.446319107","597260.019031141","597029.122037659","42287.7427768571","554066.446319107","-","-","597260.019031141","554066.446319107","-","0.92768","-43193.5727120348",0.03789361,"-1636.76","-","-"
"USDT","1723453.81672","2893618.184456","2893617.277247","75881.7595236563","37324.223783","2345275.298919","2345275.298919","2893618.184456","1723453.81672","-","0.59561","-1170164.367736",1,"-1170164.37","-","-"
"OCEAN","590958.068492803","592549.993203404","592545.353330819","80571.1704478928","222135.150841024","16702.6611031078","16702.6611031078","592549.993203404","590958.068492803","-","0.99731","-1591.92471060147",0.178479,"-284.13","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.0179383,"-0.00","-","-"
"NDX","390.610678740748","390.689347845296","390.689347845296","-","-","113.751340014564","113.751340014564","390.689347845296","390.610678740748","-","0.99980","-0.0786691045484267",0.26558,"-0.02","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",5.58,"-","-","-"
"SHIBGF","55138327528217.3","57098301226862.8","57055556127599.3","36231.279710595","21920243226082.2","-","-","57098301226862.8","57098301226862.8","-","1.00000","-",8.21392e-10,"-","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.03421672,"-565.11","-","-"
"WXT","23638.6074339439","96697.928676","96697.928676","-","-","-","-","96697.928676","23638.6074339439","-","0.24446","-73059.3212420561",0.00725708,"-530.20","-","-"
"APW","4344.05564624151","4310.77116437147","4310.77116437147","-","-","-","-","4310.77116437147","4310.77116437147","-","1.00000","-",0.161659,"-","33.2844818700377","5.38"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1369.13,"-","-","-"
"RPL","4615.53169948898","7635.55288160958","7630.91968208498","65173.0262663793","2148.63637500722","2190.80001324968","2191.71118469386","7635.55288160958","4615.53169948898","-","0.60448","-3020.02118212059",15.03,"-45390.92","-","-"
"wstETH","17.4080614789845","17.858886056311","17.8582334485353","21254.4338827731","7.42798439531033","-","-","17.858886056311","17.4080614789845","-","0.97476","-0.450824577326448",1417.35,"-638.98","-","-"
"xSUSHI","-","-","-","-","-","-","-","-","-","-","-","-",1.83,"-","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",45.8,"-0.01","-","-"
"DYDX","100.451649823992","100.475164680129","100.475164680129","-","-","-","-","100.475164680129","100.451649823992","-","0.99977","-0.023514856137815",2.13,"-0.05","-","-"
