"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"ROOK","117.088123518593","117.093834900634","117.093834900634","-","-","27.1053559953289","27.1053559953289","117.093834900634","117.088123518593","-","0.99995","-0.00571138204110984",27.96,"-0.16","-","-"
"RAIL","-","-","-","-","-","-","-","-","-","-","-","-",0.867112,"-","-","-"
"AAVE","763.369671984203","930.273092458532","929.517273619009","149951.869609271","763.369671984203","41.3994560275269","41.4123022215753","930.273092458532","763.369671984203","-","0.82059","-166.903420474329",89.9,"-15004.62","-","-"
"MPH","16226.1567443164","18209.8454618408","18202.9017264821","85436.2022960723","16226.1567443164","3053.21571335118","3053.92916719259","18209.8454618408","16226.1567443164","-","0.89107","-1983.68871752438",2.42,"-4800.53","-","-"
"MKR","40.4125536264003","114.571022205252","114.436458841874","76905.6068807186","40.4125536264003","31.1676227711645","31.1991052486772","114.571022205252","40.4125536264003","-","0.35273","-74.1584685788517",891.12,"-66084.09","-","-"
"DIP","1578657.55193205","2185096.51584762","2183309.93017342","60738.2411940076","1578657.55193205","397466.748241726","397707.437028928","2185096.51584762","1578657.55193205","-","0.72247","-606438.963915575",0.01761725,"-10683.79","-","-"
"MANA","219469.237208811","374998.635052663","374976.112144323","389359.768019315","216815.374975363","190255.057865449","190258.935433276","374998.635052663","219469.237208811","-","0.58525","-155529.397843852",0.829003,"-128934.34","-","-"
"QNT","1428.15183403814","3833.46207391603","3829.07717366964","297557.520051634","1428.15183403814","1097.2938531376","1097.60310888513","3833.46207391603","1428.15183403814","-","0.37255","-2405.3102398779",96.34,"-231727.59","-","-"
"NMR","251.329090818462","251.294884809284","251.294884809284","-","-","-","-","251.294884809284","251.294884809284","-","1.00000","-",14.29,"-","0.0342060091783252","0.49"
"SNX","40353.2522892491","45626.7121650964","45214.3695200717","227757.689923907","40353.2522892491","827.590218687994","832.7890221976","45626.7121650964","40353.2522892491","-","0.88442","-5273.45987584729",2.66,"-14027.40","-","-"
"LPL","56402.1233946344","79663.7411356705","78516.8268333875","345158.579934522","56402.1233946344","8643.79899991831","8660.51244509961","79663.7411356705","56402.1233946344","-","0.70800","-23261.6177410361",2.83,"-65830.38","-","-"
"PSP","63169.6503469291","63161.5619400268","63161.5619400268","-","-","-","-","63161.5619400268","63161.5619400268","-","1.00000","-",0.02385265,"-","8.08840690228178","0.19"
"LYRA","3731.36814873417","-","-","-","-","-","-","-","-","-","-","-",0.04607085,"-","-","-"
"GTC","14676.2981078598","14748.7650718442","14748.3783495132","20267.1572480571","4123.82528111147","-","-","14748.7650718442","14676.2981078598","-","0.99509","-72.4669639843854",2.3,"-166.67","-","-"
"1INCH","3942.26253588739","3912.10351704616","3912.10351704616","-","-","-","-","3912.10351704616","3912.10351704616","-","1.00000","-",0.635007,"-","30.1590188412283","19.15"
"RLC","73584.964142656","79815.240203231","79814.415314911","20349.9854525442","10239.359497016","15294.710182425","15294.710182425","79815.240203231","73584.964142656","-","0.92194","-6230.276060575",0.915049,"-5701.01","-","-"
"TEMP","397849.468308378","479153.607220446","478917.81154993","36560.2478122017","397849.468308378","-","-","479153.607220446","397849.468308378","-","0.83032","-81304.1389120679",0.04252029,"-3457.08","-","-"
"REN","336466.103386825","394382.386571943","393870.08670731","107310.837589109","336466.103386825","5292.02535273668","5295.88906476736","394382.386571943","336466.103386825","-","0.85315","-57916.2831851181",0.147245,"-8527.88","-","-"
"COMP","38.4223741583271","37.1586757650452","37.1586757650452","-","-","-","-","37.1586757650452","37.1586757650452","-","1.00000","-",54.07,"-","1.26369839328185","68.33"
"SFI","41.7436622501923","41.9911833646989","41.9911833646989","-","-","-","-","41.9911833646989","41.7436622501923","-","0.99411","-0.247521114506582",50.42,"-12.48","-","-"
"UNI","3768.60332651374","9502.76881438462","9495.96053779254","56227.0735512214","3768.60332651374","3773.73829142225","3774.97364265639","9502.76881438462","3768.60332651374","-","0.39658","-5734.16548787088",6.96,"-39909.79","-","-"
"ZCN","311557.640557849","894771.213850746","893527.490003532","130817.613957549","311557.640557849","18477.4286944479","18487.9790377409","894771.213850746","311557.640557849","-","0.34820","-583213.573292897",0.188442,"-109901.93","-","-"
"GRT","135268.153937915","136468.676632766","136466.763398939","28168.2934442431","135268.153937915","13822.5594386915","13822.5594386915","136468.676632766","135268.153937915","-","0.99120","-1200.52269485115",0.097004,"-116.46","-","-"
"renBTC","0.43347824","0.43348118","0.43348118","-","-","0.01780006","0.01780006","0.43348118","0.43347824","-","0.99999","-0.00000294",20693,"-0.06","-","-"
"RARI","7548.1940682262","7542.37571625382","7541.72005842373","19959.3164840595","3946.42189992118","-","-","7542.37571625382","7542.37571625382","-","1.00000","-",2.32,"-","5.81835197238093","13.50"
"INST","40216.4877127817","69184.0937793819","69183.7243961842","20462.8910768805","11393.4098868685","-","-","69184.0937793819","40216.4877127817","-","0.58130","-28967.6060666002",0.789384,"-22866.56","-","-"
"ARCONA","392018.731940776","447647.140882142","441315.243226275","64339.3257159677","392018.731940776","-","-","447647.140882142","392018.731940776","-","0.87573","-55628.4089413655",0.084674,"-4710.28","-","-"
"eRSDL","621116.783002843","617946.499887942","617946.499887942","-","-","240362.86038046","240362.86038046","617946.499887942","617946.499887942","-","1.00000","-",0.00776784,"-","3170.28311490086","24.63"
"PLR","-","-","-","-","-","-","-","-","-","-","-","-",0.00418614,"-","-","-"
"LRC","2303.75094225714","2230.30386232754","2230.30386232754","-","-","-","-","2230.30386232754","2230.30386232754","-","1.00000","-",0.370631,"-","73.4470799295996","27.22"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.566591,"-","-","-"
"DDX","11646.6981737479","13735.3178132949","13629.4220349483","23830.2621152247","11646.6981737479","-","-","13735.3178132949","11646.6981737479","-","0.84794","-2088.61963954701",0.933336,"-1949.38","-","-"
"MLN","31.6194314663431","36.6219315209515","36.6219315209515","-","-","-","-","36.6219315209515","31.6194314663431","-","0.86340","-5.00250005460844",24.64,"-123.26","-","-"
"IDLE","-","-","-","-","-","-","-","-","-","-","-","-",0.22755,"-","-","-"
"SATA","494687.081339184","545486.074749013","545275.193239063","38925.3892770666","494687.081339184","420456.835276282","420554.16316339","545486.074749013","494687.081339184","-","0.90687","-50798.9934098296",0.03758707,"-1909.39","-","-"
"USDT","1722421.455838","2893617.723404","2893617.277247","78035.2839084479","36291.862901","2345275.298919","2345275.298919","2893617.723404","1722421.455838","-","0.59525","-1171196.267566",1.001,"-1172367.46","-","-"
"OCEAN","592536.938196135","592545.353330819","592545.353330819","80000.","223714.020544356","16702.6611031078","16702.6611031078","592545.353330819","592536.938196135","-","0.99999","-8.41513468361408",0.164854,"-1.39","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.01750834,"-0.00","-","-"
"NDX","390.610678740748","390.689347845296","390.689347845296","-","-","113.751340014564","113.751340014564","390.689347845296","390.610678740748","-","0.99980","-0.0786691045484267",0.248273,"-0.02","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",5.18,"-","-","-"
"SHIBGF","57938505540647.8","60100025618236.3","60055556127599.3","36385.529995449","21826175845919.2","-","-","60100025618236.3","60100025618236.3","-","1.00000","-",7.80174e-10,"-","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.03168622,"-523.31","-","-"
"WXT","23638.6074339439","96697.928676","96697.928676","-","-","-","-","96697.928676","23638.6074339439","-","0.24446","-73059.3212420561",0.00704591,"-514.77","-","-"
"APW","4344.05564624151","4310.77116437147","4310.77116437147","-","-","-","-","4310.77116437147","4310.77116437147","-","1.00000","-",0.144882,"-","33.2844818700377","4.82"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1216.4,"-","-","-"
"RPL","4738.46504045796","7635.38043002906","7630.91968208498","61641.1216778258","2271.56971597619","2190.80001324968","2191.71118469386","7635.38043002906","4738.46504045796","-","0.62059","-2896.9153895711",12.64,"-36617.01","-","-"
"wstETH","17.5851449017132","17.8586376426919","17.8582334485353","20758.8317452485","7.60506781803899","-","-","17.8586376426919","17.5851449017132","-","0.98469","-0.273492740978735",1251.06,"-342.16","-","-"
"xSUSHI","-","-","-","-","-","-","-","-","-","-","-","-",1.8,"-","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",44.23,"-0.01","-","-"
"DYDX","100.451649823992","100.475164680129","100.475164680129","-","-","-","-","100.475164680129","100.451649823992","-","0.99977","-0.023514856137815",2,"-0.05","-","-"
