"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"INST","39971.7955196385","69184.4370349635","69183.7243961842","20912.6547459942","11148.7176937252","-","-","69184.4370349635","39971.7955196385","-","0.57776","-29212.641515325",0.921547,"-26920.82","-","-"
"ARCONA","382934.086768838","447981.838335845","441315.243226275","65922.9817932136","382934.086768838","-","-","447981.838335845","382934.086768838","-","0.85480","-65047.7515670064",0.091003,"-5919.54","-","-"
"eRSDL","631300.748076476","628131.545551965","628131.545551965","-","-","240362.86038046","240362.86038046","628131.545551965","628131.545551965","-","1.00000","-",0.00828071,"-","3169.20252451156","26.24"
"PLR","-","-","-","-","-","-","-","-","-","-","-","-",0.0052731,"-","-","-"
"LRC","2303.75094225714","2230.30386232754","2230.30386232754","-","-","-","-","2230.30386232754","2230.30386232754","-","1.00000","-",0.426098,"-","73.4470799295996","31.30"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.643674,"-","-","-"
"DDX","12702.2417153033","13738.4544555949","13629.4220349483","21874.8509289136","12702.2417153033","-","-","13738.4544555949","12702.2417153033","-","0.92458","-1036.21274029161",0.860201,"-891.35","-","-"
"MLN","31.6194314663431","36.6219315209515","36.6219315209515","-","-","-","-","36.6219315209515","31.6194314663431","-","0.86340","-5.00250005460844",26.19,"-131.02","-","-"
"IDLE","-","-","-","-","-","-","-","-","-","-","-","-",0.280775,"-","-","-"
"SATA","554066.446319107","597260.019031141","597029.122037659","42287.7427768571","554066.446319107","-","-","597260.019031141","554066.446319107","-","0.92768","-43193.5727120348",0.04048681,"-1748.77","-","-"
"USDT","1724120.799825","2893618.983017","2893617.277247","74554.6257335391","37991.206888","2345275.298919","2345275.298919","2893618.983017","1724120.799825","-","0.59584","-1169498.183192",1,"-1169498.18","-","-"
"OCEAN","586094.153322949","588943.124597314","588930.143826014","81045.7022019529","220849.785166202","16702.6611031078","16702.6611031078","588943.124597314","586094.153322949","-","0.99516","-2848.97127436432",0.187663,"-534.65","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.02012714,"-0.00","-","-"
"NDX","390.610678740748","390.689347845296","390.689347845296","-","-","113.751340014564","113.751340014564","390.689347845296","390.610678740748","-","0.99980","-0.0786691045484267",0.28122,"-0.02","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",6.02,"-","-","-"
"SHIBGF","49628147426342.4","52068777004452.9","52027663462186.3","37379.2459390001","21250720080718.5","-","-","52068777004452.9","51900894302901.","-","0.99678","-167882701551.84",9.21214e-10,"-154.66","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.03506581,"-579.13","-","-"
"WXT","23638.6074339439","96697.928676","96697.928676","-","-","-","-","96697.928676","23638.6074339439","-","0.24446","-73059.3212420561",0.00758617,"-554.24","-","-"
"APW","4344.05564624151","4310.77116437147","4310.77116437147","-","-","-","-","4310.77116437147","4310.77116437147","-","1.00000","-",0.182611,"-","33.2844818700377","6.08"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1503.94,"-","-","-"
"RPL","4518.29020232882","7635.68929252744","7630.91968208498","68266.861917527","2051.39487784706","2190.80001324968","2191.71118469386","7635.68929252744","4518.29020232882","-","0.59173","-3117.39909019862",17.32,"-53993.35","-","-"
"wstETH","17.2529809820652","17.8591036041023","17.8582334485353","21708.2925980876","7.27290389839094","-","-","17.8591036041023","17.2529809820652","-","0.96606","-0.606122622037107",1557.8,"-944.22","-","-"
"xSUSHI","-","-","-","-","-","-","-","-","-","-","-","-",2.04,"-","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",47.28,"-0.01","-","-"
"DYDX","100.451649823992","100.475164680129","100.475164680129","-","-","-","-","100.475164680129","100.451649823992","-","0.99977","-0.023514856137815",2.18,"-0.05","-","-"
