"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"TEMP","363782.521975597","479201.396523919","478917.81154993","39989.1194087254","363782.521975597","-","-","479201.396523919","363782.521975597","-","0.75914","-115418.874548322",0.055141,"-6364.31","-","-"
"REN","357642.360428154","401306.20512497","400756.869520587","105004.635771544","357642.360428154","5292.02535273668","5295.88906476736","401306.20512497","357642.360428154","-","0.89120","-43663.8446968157",0.148438,"-6481.37","-","-"
"COMP","38.4223741583271","37.1586757650452","37.1586757650452","-","-","-","-","37.1586757650452","37.1586757650452","-","1.00000","-",56.21,"-","1.26369839328185","71.03"
"SFI","41.8344171587561","41.9911833646989","41.9911833646989","-","-","-","-","41.9911833646989","41.8344171587561","-","0.99627","-0.156766205942751",52.52,"-8.23","-","-"
"UNI","4141.51093865354","9782.26017085458","9775.16575455792","56345.6199748768","4141.51093865354","3401.058761953","3402.14394860824","9782.26017085458","4141.51093865354","-","0.42337","-5640.74923220103",6.88,"-38808.35","-","-"
"ZCN","321074.481419431","906639.169030238","905172.396560493","129588.35775983","321074.481419431","13476.8856811069","13486.604734393","906639.169030238","321074.481419431","-","0.35414","-585564.687610806",0.198635,"-116313.64","-","-"
"GRT","133004.302478108","134207.799317264","134195.488664344","27912.5479423217","133004.302478108","13822.5594386915","13822.5594386915","134207.799317264","133004.302478108","-","0.99103","-1203.49683915637",0.104419,"-125.67","-","-"
"renBTC","0.43347824","0.43348118","0.43348118","-","-","0.01780006","0.01780006","0.43348118","0.43347824","-","0.99999","-0.00000294",22922,"-0.07","-","-"
"RARI","7457.10635917158","7545.38113559765","7541.72005842373","20465.1787734295","3855.33419086657","-","-","7545.38113559765","7457.10635917158","-","0.98830","-88.2747764260706",2.67,"-235.69","-","-"
"INST","39505.1185548718","69185.0916920283","69183.7243961842","21827.6101862319","10682.0407289586","-","-","69185.0916920283","39505.1185548718","-","0.57101","-29679.9731371565",1.007,"-29887.73","-","-"
"ARCONA","382934.086768838","447981.838335845","441315.243226275","65922.9817932136","382934.086768838","-","-","447981.838335845","382934.086768838","-","0.85480","-65047.7515670064",0.090521,"-5888.19","-","-"
"eRSDL","631300.748076476","628131.545551965","628131.545551965","-","-","240362.86038046","240362.86038046","628131.545551965","628131.545551965","-","1.00000","-",0.00720388,"-","3169.20252451156","22.83"
"PLR","-","-","-","-","-","-","-","-","-","-","-","-",0.00487916,"-","-","-"
"LRC","2303.75094225714","2230.30386232754","2230.30386232754","-","-","-","-","2230.30386232754","2230.30386232754","-","1.00000","-",0.422658,"-","73.4470799295996","31.04"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.638501,"-","-","-"
"DDX","13539.6919942884","13738.4544555949","13629.4220349483","20531.1889235295","13539.6919942884","-","-","13738.4544555949","13539.6919942884","-","0.98553","-198.762461306563",0.836825,"-166.33","-","-"
"MLN","31.6194314663431","36.6219315209515","36.6219315209515","-","-","-","-","36.6219315209515","31.6194314663431","-","0.86340","-5.00250005460844",25.19,"-126.01","-","-"
"IDLE","-","-","-","-","-","-","-","-","-","-","-","-",0.265213,"-","-","-"
"SATA","993190.083175117","1036410.93035748","1036010.26036416","75802.7616450276","993190.083175117","23972.0144912561","23981.2855064704","1036410.93035748","993190.083175117","-","0.95830","-43220.8471823583",0.03908972,"-1689.49","-","-"
"USDT","1723825.095048","2893644.604794","2893617.277247","75233.5140096954","37695.502111","2345275.298919","2345275.298919","2893644.604794","1723825.095048","-","0.59573","-1169819.509746",1.002,"-1172159.15","-","-"
"OCEAN","591597.898985796","592746.37018757","592722.422978454","212512.647680938","591597.898985796","16702.6611031078","16702.6611031078","592746.37018757","591597.898985796","-","0.99806","-1148.47120177472",0.180137,"-206.88","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.01951645,"-0.00","-","-"
"NDX","390.610678740748","390.689347845296","390.689347845296","-","-","113.751340014564","113.751340014564","390.689347845296","390.610678740748","-","0.99980","-0.0786691045484267",0.396718,"-0.03","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",6.47,"-","-","-"
"SHIBGF","48590177389167.6","50708747009871.8","50665766984883.7","36924.7549101775","21518854645445.1","-","-","50708747009871.8","50708747009871.8","-","1.00000","-",8.87739e-10,"-","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.03501892,"-578.35","-","-"
"WXT","23638.6074339439","96697.928676","96697.928676","-","-","-","-","96697.928676","23638.6074339439","-","0.24446","-73059.3212420561",0.00710348,"-518.98","-","-"
"APW","4344.05564624151","4310.77116437147","4310.77116437147","-","-","-","-","4310.77116437147","4310.77116437147","-","1.00000","-",0.194375,"-","33.2844818700377","6.47"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1530.51,"-","-","-"
"RPL","4490.64488943051","7635.7280735275","7630.91968208498","69200.7435040177","2023.74956494874","2190.80001324968","2191.71118469386","7635.7280735275","4490.64488943051","-","0.58811","-3145.08318409699",17.36,"-54598.64","-","-"
"wstETH","17.0930962885963","17.8593278912474","17.8582334485353","22196.9461732584","7.11301920492212","-","-","17.8593278912474","17.0930962885963","-","0.95710","-0.766231602651075",1587.63,"-1216.49","-","-"
"xSUSHI","-","-","-","-","-","-","-","-","-","-","-","-",1.77,"-","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",46.18,"-0.01","-","-"
"DYDX","100.451649823992","100.475164680129","100.475164680129","-","-","-","-","100.475164680129","100.451649823992","-","0.99977","-0.023514856137815",2.38,"-0.06","-","-"
