"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"TRAC","306441.598141437","315492.143380536","314801.815209645","125952.520656492","306441.598141437","39919.596709088","40000.","315492.143380536","306441.598141437","-","0.97131","-9050.54523909914",0.195878,"-1772.80","-","-"
"HOT","240394806.684127","308450179.955455","308407908.121308","57889.878770823","14073827.3772244","-","-","308450179.955455","240394806.684127","-","0.77936","-68055373.2713274",0.00201851,"-137370.45","-","-"
"PHTR","15120260.1114575","15177804.0217729","15176812.0537952","22922.4024461057","389463.6718856","-","-","15177804.0217729","15120260.1114575","-","0.99621","-57543.9103153295",0.02569115,"-1478.37","-","-"
"BAT","745127.405921355","2349730.32699958","2347551.8056602","617028.198800091","745127.405921355","172336.331477848","172448.807264385","2349730.32699958","745127.405921355","-","0.31711","-1604602.92107823",0.397425,"-637709.32","-","-"
"BORING","36868502.2383531","43963869.1099711","43960684.4244356","27293.4565111811","1144581.06763699","-","-","43963869.1099711","36868502.2383531","-","0.83861","-7095366.87161808",0.0108464,"-76959.19","-","-"
"MFG","42228291.8115537","45198893.3445151","45197471.3712304","25318.3605619552","1395533.2016164","-","-","45198893.3445151","42228291.8115537","-","0.93428","-2970601.53296136",0.00897085,"-26648.82","-","-"
"ENJ","1503596.94070817","4905790.95789506","4899293.54411444","1604076.94438784","1503596.94070817","356645.823565345","356997.445021724","4905790.95789506","1503596.94070817","-","0.30649","-3402194.0171869",0.509439,"-1733210.32","-","-"
"REQ","1564448.20638906","1834573.55303705","1823556.27993073","380692.693986041","1564448.20638906","297684.409040048","297980.714059763","1834573.55303705","1564448.20638906","-","0.85276","-270125.346647996",0.11444,"-30913.14","-","-"
"LQTY","195833.104647848","202657.490845766","202577.243861729","58698.2627998597","28806.5258712069","-","-","202657.490845766","195833.104647848","-","0.96633","-6824.38619791804",0.938265,"-6403.08","-","-"
"MTA","503.943470259206","503.952129809124","503.952129809124","-","-","-","-","503.952129809124","503.943470259206","-","0.99998","-0.00865954991816433",0.129067,"-0.00","-","-"
"INDEX","9066.34531624775","10480.1462313494","10351.1708818023","60212.9437646896","9066.34531624775","-","-","10480.1462313494","9066.34531624775","-","0.86510","-1413.80091510164",3.13,"-4425.20","-","-"
"YFI","5.88096965934713","5.86637780186948","5.86637780186948","19979.8365124724","1.54167345949188","5.25634329372436","5.25634329372436","5.86637780186948","5.86637780186948","-","1.00000","-",6222.62,"-","0.014591857477645","90.80"
"AMP","29393069.9830494","49465133.030754","49340596.7300351","569894.129368671","29393069.9830494","46719821.7207639","46832495.057497","49465133.030754","29393069.9830494","-","0.59422","-20072063.0477046",0.0090963,"-182581.51","-","-"
"MATIC","202050.973961074","768663.684004869","767865.233914894","298002.630980551","202050.973961074","86075.3087705078","86102.3573491977","768663.684004869","202050.973961074","-","0.26286","-566612.710043795",0.700983,"-397185.88","-","-"
"ANKR","533767.807126143","533821.375968213","533821.375968213","20000.","340886.867840276","-","-","533821.375968213","533767.807126143","-","0.99990","-53.5688420698447",0.02733919,"-1.46","-","-"
"ROOK","117.089075143553","117.093834900634","117.093834900634","-","-","27.1053559953289","27.1053559953289","117.093834900634","117.089075143553","-","0.99996","-0.00475975708105845",27.93,"-0.13","-","-"
"RAIL","-","-","-","-","-","-","-","-","-","-","-","-",0.86051,"-","-","-"
"AAVE","632.364609530528","796.180699123168","795.552016450158","123994.847873946","632.364609530528","41.3994560275269","41.4123022215753","796.180699123168","632.364609530528","-","0.79425","-163.816089592639",92.05,"-15079.27","-","-"
"MPH","16307.4838691674","18209.7313756937","18202.9017264821","85009.5253259606","16307.4838691674","3053.21571335118","3053.92916719259","18209.7313756937","16307.4838691674","-","0.89554","-1902.24750652628",2.45,"-4660.51","-","-"
"MKR","40.4125536264003","114.571022205252","114.436458841874","76905.6068807186","40.4125536264003","31.1676227711645","31.1991052486772","114.571022205252","40.4125536264003","-","0.35273","-74.1584685788517",912.89,"-67698.52","-","-"
"DIP","1608052.39994333","2185041.94708687","2183309.93017342","59625.3861788868","1608052.39994333","397466.748241726","397707.437028928","2185041.94708687","1608052.39994333","-","0.73594","-576989.547143542",0.01780591,"-10273.82","-","-"
"MANA","218407.020280142","374995.908356479","374976.112144323","391264.152927436","215753.158046693","190255.057865449","190258.935433276","374995.908356479","218407.020280142","-","0.58243","-156588.888076337",0.856781,"-134162.38","-","-"
"QNT","1359.21340476605","3833.3683463128","3829.07717366964","312585.395148864","1359.21340476605","1097.2938531376","1097.60310888513","3833.3683463128","1359.21340476605","-","0.35457","-2474.15494154674",107.79,"-266689.16","-","-"
"NMR","251.329090818462","251.294884809284","251.294884809284","-","-","-","-","251.294884809284","251.294884809284","-","1.00000","-",14.68,"-","0.0342060091783252","0.50"
"SNX","39311.6335018708","45535.4148053325","45127.4798091037","225539.768941727","39311.6335018708","827.590218687994","832.7890221976","45535.4148053325","39311.6335018708","-","0.86332","-6223.78130346172",2.67,"-16617.50","-","-"
"LPL","59262.0246835348","83136.0226614264","81942.6259976872","357766.961602504","59262.0246835348","13211.5312189846","13247.2822515395","83136.0226614264","59262.0246835348","-","0.71283","-23873.9979778916",2.75,"-65653.49","-","-"
"PSP","63169.6503469291","63161.5619400268","63161.5619400268","-","-","-","-","63161.5619400268","63161.5619400268","-","1.00000","-",0.02415203,"-","8.08840690228178","0.20"
"LYRA","3731.36814873417","-","-","-","-","-","-","-","-","-","-","-",0.04470095,"-","-","-"
"GTC","14730.9916946729","14748.3783495132","14748.3783495132","20000.","4178.51886792453","-","-","14748.3783495132","14730.9916946729","-","0.99882","-17.3866548403282",2.34,"-40.68","-","-"
"1INCH","3942.26253588739","3912.10351704616","3912.10351704616","-","-","-","-","3912.10351704616","3912.10351704616","-","1.00000","-",0.647067,"-","30.1590188412283","19.51"
"RLC","73762.702003635","79814.415314911","79814.415314911","20000.","10417.097357995","15294.710182425","15294.710182425","79814.415314911","73762.702003635","-","0.92418","-6051.713311276",0.921431,"-5576.24","-","-"
"TEMP","403961.339479049","479145.033453273","478917.81154993","36006.3210754695","403961.339479049","-","-","479145.033453273","403961.339479049","-","0.84309","-75183.6939742234",0.04204134,"-3160.82","-","-"
"REN","346472.394614468","394361.806167354","393870.08670731","104203.245747175","346472.394614468","5292.02535273668","5295.88906476736","394361.806167354","346472.394614468","-","0.87856","-47889.4115528858",0.143245,"-6859.92","-","-"
"COMP","38.4223741583271","37.1586757650452","37.1586757650452","-","-","-","-","37.1586757650452","37.1586757650452","-","1.00000","-",58.21,"-","1.26369839328185","73.56"
"SFI","41.7436622501923","41.9911833646989","41.9911833646989","-","-","-","-","41.9911833646989","41.7436622501923","-","0.99411","-0.247521114506582",49.32,"-12.21","-","-"
"UNI","3784.89091619605","9502.68608062325","9495.96053779254","55982.9974851457","3784.89091619605","3773.73829142225","3774.97364265639","9502.68608062325","3784.89091619605","-","0.39830","-5717.7951644272",7.01,"-40081.74","-","-"
"ZCN","289054.85779089","834089.529239711","832941.913803085","127350.132135569","289054.85779089","18477.4286944479","18487.9790377409","834089.529239711","289054.85779089","-","0.34655","-545034.671448821",0.202114,"-110159.14","-","-"
"GRT","136632.016337129","136466.763398939","136466.763398939","27886.7227687269","136632.016337129","13822.5594386915","13822.5594386915","136466.763398939","136466.763398939","-","1.00000","-",0.097807,"-","165.252938190108","16.16"
"renBTC","0.43347824","0.43348118","0.43348118","-","-","0.01780006","0.01780006","0.43348118","0.43347824","-","0.99999","-0.00000294",20914,"-0.06","-","-"
"RARI","7613.85288582635","7542.28360969606","7541.72005842373","19632.2184979585","4012.08071752134","-","-","7542.28360969606","7542.28360969606","-","1.00000","-",2.36,"-","71.5692761302896","168.90"
"INST","40479.8051637171","69183.7243961842","69183.7243961842","20000.","11656.7273378038","-","-","69183.7243961842","40479.8051637171","-","0.58511","-28703.9192324671",0.846413,"-24295.37","-","-"
"ARCONA","394606.926297524","447551.786353209","441315.243226275","63901.780518602","394606.926297524","-","-","447551.786353209","394606.926297524","-","0.88170","-52944.8600556851",0.082895,"-4388.86","-","-"
"eRSDL","621116.783002843","617946.499887942","617946.499887942","-","-","240362.86038046","240362.86038046","617946.499887942","617946.499887942","-","1.00000","-",0.00780736,"-","3170.28311490086","24.75"
"PLR","-","-","-","-","-","-","-","-","-","-","-","-",0.00423116,"-","-","-"
"LRC","2303.75094225714","2230.30386232754","2230.30386232754","-","-","-","-","2230.30386232754","2230.30386232754","-","1.00000","-",0.387639,"-","73.4470799295996","28.47"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.553134,"-","-","-"
"DDX","11998.9587603174","13726.1831917787","13629.4220349483","23097.7186584298","11998.9587603174","-","-","13726.1831917787","11998.9587603174","-","0.87417","-1727.22443146135",0.91918,"-1587.63","-","-"
"MLN","31.6194314663431","36.6219315209515","36.6219315209515","-","-","-","-","36.6219315209515","31.6194314663431","-","0.86340","-5.00250005460844",25.11,"-125.61","-","-"
"IDLE","-","-","-","-","-","-","-","-","-","-","-","-",0.237067,"-","-","-"
"SATA","494687.081339184","545486.074749013","545275.193239063","38925.3892770666","494687.081339184","420456.835276282","420554.16316339","545486.074749013","494687.081339184","-","0.90687","-50798.9934098296",0.0368611,"-1872.51","-","-"
"USDT","1719494.611444","2890372.363196","2890372.363196","38678.2034373425","18304.954452","2345275.298919","2345275.298919","2890372.363196","1719494.611444","-","0.59490","-1170877.751752",0.996569,"-1166860.47","-","-"
"OCEAN","592536.939943206","592545.353330819","592545.353330819","40000.","111857.010272178","16702.6611031078","16702.6611031078","592545.353330819","592536.939943206","-","0.99999","-8.41338761226109",0.172846,"-1.45","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.01748198,"-0.00","-","-"
"NDX","834.88317690242","835.051322617589","835.051322617589","-","-","113.751340014564","113.751340014564","835.051322617589","834.88317690242","-","0.99980","-0.168145715168866",0.253542,"-0.04","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",5.13,"-","-","-"
"SHIBGF","60856012383491.6","63126376304366.5","63079667542246.4","36385.529995449","21826175845919.2","-","-","63126376304366.5","63126376304366.5","-","1.00000","-",7.86478e-10,"-","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.03129313,"-516.82","-","-"
"WXT","23638.6074339439","96697.928676","96697.928676","-","-","-","-","96697.928676","23638.6074339439","-","0.24446","-73059.3212420561",0.00733036,"-535.55","-","-"
"APW","4344.05564624151","4310.77116437147","4310.77116437147","-","-","-","-","4310.77116437147","4310.77116437147","-","1.00000","-",0.147819,"-","33.2844818700377","4.92"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1214.03,"-","-","-"
"RPL","4816.7997601672","7635.2705416447","7630.91968208498","59583.4394495147","2349.90443568544","2190.80001324968","2191.71118469386","7635.2705416447","4816.7997601672","-","0.63086","-2818.4707814775",12.04,"-33934.39","-","-"
"wstETH","17.7166849145305","17.8584531176239","17.8582334485353","20405.3890455151","7.73660783085631","-","-","17.8584531176239","17.7166849145305","-","0.99206","-0.141768203093328",1254.32,"-177.82","-","-"
"xSUSHI","-","-","-","-","-","-","-","-","-","-","-","-",1.87,"-","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",46.7,"-0.01","-","-"
"DYDX","100.451649823992","100.475164680129","100.475164680129","-","-","-","-","100.475164680129","100.451649823992","-","0.99977","-0.023514856137815",2.12,"-0.05","-","-"
