"Pool","Master Vault Balance","Staked Balance","Pool Token Supply","Pool BNT Trading Liquidity","Pool Base Trading Liquidity","Pool Tokens Pending Withdrawals","Reserve Tokens Pending Withdrawals","Full Withdrawal Amount","Full Withdrawal TKN Amount","Full Withdrawal BNT Amount","Implied TKN IL","TKN Surplus/Deficit","TKN USD Price","Surplus/Deficit USD","Vault TKN Residue","Vault Residue USD"
"HOT","239751840.451461","306987148.629762","306945354.689006","29559.6594925567","6889791.75874309","-","-","306987148.629762","239751840.451461","-","0.78098","-67235308.1783006",0.00208295,"-140047.79","-","-"
"PHTR","15110389.7225975","15177759.979657","15176812.0537952","23507.8876320553","379593.283025552","-","-","15177759.979657","15110389.7225975","-","0.99556","-67370.2570595289",0.0279614,"-1883.77","-","-"
"BAT","709151.145086359","2258426.1145839","2256507.0129063","614832.183520703","709151.145086359","177534.656391901","177649.980732572","2258426.1145839","709151.145086359","-","0.31400","-1549274.96949755",0.424749,"-658052.99","-","-"
"BORING","36835826.3615167","43963806.058339","43960684.4244356","28090.7278238137","1111905.19080063","-","-","43963806.058339","36835826.3615167","-","0.83787","-7127979.69682227",0.0123472,"-88010.59","-","-"
"MFG","42743101.4072627","45698799.977997","45697471.3712304","24480.4126618809","1443189.54150817","-","-","45698799.977997","42743101.4072627","-","0.93532","-2955698.57073427",0.00862144,"-25482.38","-","-"
"ENJ","985585.825314404","2584787.80309124","2581532.22253778","1067620.61361072","985585.825314404","402875.473368884","403248.492203082","2584787.80309124","985585.825314404","-","0.38130","-1599201.97777684",0.535939,"-857074.71","-","-"
"REQ","1585411.09569944","1858758.49806939","1848813.48599323","385242.272759861","1585411.09569944","554233.398013064","555436.196891157","1858758.49806939","1585411.09569944","-","0.85294","-273347.402369945",0.120783,"-33015.72","-","-"
"LQTY","196222.607425688","202643.974697371","202577.243861729","57859.0337441446","29196.0286490475","-","-","202643.974697371","196222.607425688","-","0.96831","-6421.367271683",0.978981,"-6286.40","-","-"
"MTA","503.943470259206","503.952129809124","503.952129809124","-","-","-","-","503.952129809124","503.943470259206","-","0.99998","-0.00865954991816433",0.125573,"-0.00","-","-"
"INDEX","16053.3929775206","18032.5010360921","17846.4067389904","100615.607714185","16053.3929775206","-","-","18032.5010360921","16053.3929775206","-","0.89025","-1979.10805857152",3.08,"-6095.65","-","-"
"YFI","6.50945322935959","6.49481114590283","6.49481114590283","-","-","5.25634329372436","5.25634329372436","6.49481114590283","6.49481114590283","-","1.00000","-",6126.91,"-","0.0146420834567531","89.71"
"AMP","1572572.56354483","1658046.69048402","1654057.63004966","30094.4601494817","1572572.56354483","387256.914091833","387524.953719292","1658046.69048402","1572572.56354483","-","0.94845","-85474.1269391894",0.00916166,"-783.08","-","-"
"MATIC","204561.828229073","298319.317497815","298076.010899589","211353.523502524","204561.828229073","127627.755590312","127679.630640478","298319.317497815","204561.828229073","-","0.68571","-93757.4892687428",0.511117,"-47921.05","-","-"
"ANKR","569814.200655007","569872.470876762","569872.470876762","-","-","-","-","569872.470876762","569814.200655007","-","0.99990","-58.2702217547603",0.02757513,"-1.61","-","-"
"ROOK","135.755344414737","135.760601334582","135.760601334582","-","-","31.3423250558504","31.3423250558504","135.760601334582","135.755344414737","-","0.99996","-0.00525691984508087",32.56,"-0.17","-","-"
"RAIL","47152.1780782404","64383.5606639074","64383.5606639074","-","-","64383.5606639074","64383.5606639074","64383.5606639074","47152.1780782404","-","0.73236","-17231.382585667",0.915802,"-15780.53","-","-"
"AAVE","605.343410502248","643.350122593767","643.093653877768","75499.0167475063","605.343410502248","69.4821400274273","69.5037350701394","643.350122593767","605.343410502248","-","0.94092","-38.0067120915185",60.2,"-2288.00","-","-"
"MPH","23652.6538939933","24328.823487267","24324.2189326516","104623.916429626","23652.6538939933","5384.9321030374","5385.5889225211","24328.823487267","23652.6538939933","-","0.97221","-676.169593273689",2.15,"-1453.76","-","-"
"MKR","39.3866340186872","111.851070603131","111.737877280273","73263.8091515349","39.3866340186872","38.1268563517288","38.1651675169673","111.851070603131","39.3866340186872","-","0.35213","-72.4644365844435",924.93,"-67024.53","-","-"
"DIP","2060721.02804593","3185516.67416782","3183373.94957761","98857.6100252693","2060721.02804593","397466.748241726","397707.437028928","3185516.67416782","2060721.02804593","-","0.64690","-1124795.64612188",0.02357136,"-26512.96","-","-"
"MANA","188417.400851443","192230.294307721","192223.142633787","24304.3305123744","13565.5843639874","192223.142633787","192227.069389825","192230.294307721","188417.400851443","-","0.98016","-3812.89345627844",0.860341,"-3280.39","-","-"
"QNT","2008.83392601034","3756.81201097452","3754.79707265805","242093.708639846","2008.83392601034","2102.14807515438","2102.78033486731","3756.81201097452","2008.83392601034","-","0.53472","-1747.97808496418",59.5,"-104004.70","-","-"
"NMR","251.329090818462","251.294884809284","251.294884809284","-","-","-","-","251.294884809284","251.294884809284","-","1.00000","-",18.31,"-","0.0342060091783252","0.63"
"SNX","43847.244581817","50730.1170435118","50304.6989482743","238046.51310516","43847.244581817","827.590218687994","832.7890221976","50730.1170435118","43847.244581817","-","0.86432","-6882.87246169483",2.63,"-18101.95","-","-"
"LPL","68994.2514805101","99039.9414437028","98344.8509595719","434897.985344037","68994.2514805101","14971.3745023365","15012.5460564696","99039.9414437028","68994.2514805101","-","0.69663","-30045.6899631927",3.37,"-101253.98","-","-"
"PSP","63169.6503469291","63161.5619400268","63161.5619400268","-","-","-","-","63161.5619400268","63161.5619400268","-","1.00000","-",0.02059255,"-","8.08840690228178","0.17"
"LYRA","3731.36814873417","-","-","-","-","-","-","-","-","-","-","-",0.04527651,"-","-","-"
"GTC","14730.9916946729","14748.3783495132","14748.3783495132","-","-","-","-","14748.3783495132","14730.9916946729","-","0.99882","-17.3866548403282",2.54,"-44.16","-","-"
"1INCH","3942.26253588739","3912.10351704616","3912.10351704616","-","-","-","-","3912.10351704616","3912.10351704616","-","1.00000","-",0.623593,"-","30.1590188412283","18.81"
"RLC","73762.702003635","79814.415314911","79814.415314911","-","-","15294.710182425","15294.710182425","79814.415314911","73762.702003635","-","0.92418","-6051.713311276",1.009,"-6106.18","-","-"
"TEMP","454974.357874892","479064.777480392","478917.81154993","31333.6424056193","454974.357874892","-","-","479064.777480392","454974.357874892","-","0.94971","-24090.4196055001",0.03471287,"-836.25","-","-"
"REN","358308.196904265","408091.720633432","407686.496373665","89591.2780225622","358308.196904265","217678.464699253","217801.532574803","408091.720633432","358308.196904265","-","0.87801","-49783.5237291672",0.122749,"-6110.88","-","-"
"COMP","6.51847989156882","5.25013768165581","5.25013768165581","-","-","-","-","5.25013768165581","5.25013768165581","-","1.00000","-",47.33,"-","1.26834220991301","60.03"
"SFI","41.9832953600738","41.9911833646989","41.9911833646989","-","-","-","-","41.9911833646989","41.9832953600738","-","0.99981","-0.00788800462507402",46.71,"-0.37","-","-"
"UNI","4567.79046650881","10068.5739599517","10062.998431283","48281.4620845017","4567.79046650881","3579.5436871508","3580.65571066959","10068.5739599517","4567.79046650881","-","0.45367","-5500.78349344289",5.24,"-28824.11","-","-"
"ZCN","520695.680729634","526448.475266653","526084.076446398","185627.609420538","520695.680729634","9680.4439268788","9682.3305483032","526448.475266653","520695.680729634","-","0.98907","-5752.7945370187",0.179954,"-1035.24","-","-"
"GRT","121183.291546212","121013.230790685","121013.230790685","-","-","17725.5342226209","17725.5342226209","121013.230790685","121013.230790685","-","1.00000","-",0.095485,"-","170.060755526663","16.24"
"renBTC","0.43347824","0.43348118","0.43348118","-","-","0.01780006","0.01780006","0.43348118","0.43347824","-","0.99999","-0.00000294",19766.36,"-0.06","-","-"
"RARI","7538.86550163835","7541.72005842373","7541.72005842373","-","-","-","-","7541.72005842373","7538.86550163835","-","0.99962","-2.85455678538422",2.25,"-6.42","-","-"
"INST","40479.8051637171","69183.7243961842","69183.7243961842","-","-","-","-","69183.7243961842","40479.8051637171","-","0.58511","-28703.9192324671",0.781424,"-22429.93","-","-"
"ARCONA","1503231.0697738","1585390.71308585","1576667.69611494","90791.6011196009","654435.348105767","-","-","1585390.71308585","1503231.0697738","-","0.94818","-82159.6433120456",0.077199,"-6342.64","-","-"
"eRSDL","776796.578477885","773611.751759205","773611.751759205","-","-","240362.86038046","240362.86038046","773611.751759205","773611.751759205","-","1.00000","-",0.0072283,"-","3184.82671868013","23.02"
"PLR","325250.648539714","325282.993495684","325282.993495684","-","-","-","-","325282.993495684","325250.648539714","-","0.99990","-32.3449559702285",0.0042585,"-0.14","-","-"
"LRC","22299.6902022744","22226.2431223448","22226.2431223448","-","-","14520.9621297254","14520.9621297254","22226.2431223448","22226.2431223448","-","1.00000","-",0.417759,"-","73.4470799295996","30.68"
"KTN","-","-","-","-","-","-","-","-","-","-","-","-",0.545084,"-","-","-"
"DDX","28426.4209072218","28256.0127887178","28195.1040961818","23719.3866949399","17170.9098569624","14565.6820612335","14587.3851762957","28256.0127887178","28256.0127887178","-","1.00000","-",0.748053,"-","170.40811850404","127.47"
"MLN","9007.44226769476","10432.5068038484","10432.5068038484","-","-","10395.8848723274","10395.8848723274","10432.5068038484","9007.44226769476","-","0.86340","-1425.06453615362",24.72,"-35227.60","-","-"
"IDLE","385671.396763496","385802.885953133","385802.885953133","-","-","375551.320587514","375551.320587514","385802.885953133","385671.396763496","-","0.99966","-131.489189636377",0.217813,"-28.64","-","-"
"SATA","487199.119443909","521463.632338434","521303.178747807","35906.7598989406","487199.119443909","420456.835276282","420554.16316339","521463.632338434","487199.119443909","-","0.93429","-34264.5128945252",0.0367553,"-1259.40","-","-"
"USDT","1684896.651864","2805345.756451","2805345.756451","-","-","2613886.707577","2613886.707577","2805345.756451","1684896.651864","-","0.60060","-1120449.104587",1.001,"-1121569.55","-","-"
"OCEAN","797284.714809308","797295.662385628","797295.662385628","-","-","53463.4493198647","53463.4493198647","797295.662385628","797284.714809308","-","0.99999","-10.9475763208683",0.168104,"-1.84","-","-"
"BMI","16564.3628184903","16564.3628184903","16564.3628184903","-","-","-","-","16564.3628184903","16564.3628184903","-","1.00000","-1.10000000000000e-17",0.01452949,"-0.00","-","-"
"NDX","390.683675282292","390.689347845296","390.689347845296","-","-","113.751340014564","113.751340014564","390.689347845296","390.683675282292","-","0.99999","-0.00567256300412968",0.428632,"-0.00","-","-"
"FXS","1.21200066144538","-","-","-","-","-","-","-","-","-","-","-",4.92,"-","-","-"
"SHIBGF","83681307748877.9","89396602188278.1","89334504995675.5","39937.1868222194","19876262111035.9","-","-","89396602188278.1","87860201109701.5","-","0.98281","-1536401078576.65",9.93911e-10,"-1527.05","-","-"
"DATA","96794.0692356212","113309.551033847","113309.551033847","-","-","-","-","113309.551033847","96794.0692356212","-","0.85424","-16515.4817982259",0.02805675,"-463.37","-","-"
"WXT","97010.5118625974","96697.928676","96697.928676","-","-","-","-","96697.928676","96697.928676","-","1.00000","-",0.01010337,"-","312.583186597439","3.16"
"APW","4882.24316757821","4848.95868570818","4848.95868570818","-","-","-","-","4848.95868570818","4848.95868570818","-","1.00000","-",0.120313,"-","33.2844818700377","4.00"
"rETH","0.000276698179471489","-","-","-","-","-","-","-","-","-","-","-",1152.05,"-","-","-"
"RPL","4960.24687481669","7634.86457682035","7630.91968208498","56141.5164678354","2493.35155033493","2190.80001324968","2191.71118469386","7634.86457682035","4960.24687481669","-","0.64968","-2674.61770200366",11.09,"-29661.51","-","-"
"wstETH","17.8732775933464","17.8582334485353","17.8582334485353","-","-","-","-","17.8582334485353","17.8582334485353","-","1.00000","-",1179.51,"-","0.0150441448110682","17.74"
"xSUSHI","965.521076079836","965.897284312077","965.897284312077","-","-","-","-","965.897284312077","965.521076079836","-","0.99961","-0.376208232241107",1.4,"-0.53","-","-"
"FARM","41.7536744414928","41.7538412492737","41.7538412492737","-","-","-","-","41.7538412492737","41.7536744414928","-","1.00000","-0.000166807780835439",42.98,"-0.01","-","-"
"DYDX","845.326961566768","845.524845244393","845.524845244393","-","-","-","-","845.524845244393","845.326961566768","-","0.99977","-0.197883677624888",1.86,"-0.37","-","-"
